id,page,bbox,text length,text
829,page 30 of ../pdf/shell-sustainability-report-2020.pdf,"(310.39404296875, 623.5628662109375, 540.4752807617188, 635.058837890625)",11,"Breaches of steel cages in 2020 15 out of 1,706 attempts "
830,page 30 of ../pdf/shell-sustainability-report-2020.pdf,"(310.39404296875, 654.5628662109375, 551.6341552734375, 706.058837890625)",54,"SPDC operates to the same technical standards as other Shell companies globally. Illegal activities, including third-party interference, and their legacy continue to require additional work and security but the SPDC JV is able to safely produce oil and gas, limit spills – in number and size – and respond quickly if they do occur. "
831,page 30 of ../pdf/shell-sustainability-report-2020.pdf,"(310.39404296875, 714.5628662109375, 545.2501831054688, 756.058837890625)",41,"Regardless of the cause, SPDC cleans up and remediates areas impacted by spills that come from its facilities. In the case of operational spills, SPDC pays compensation to communities affected by the spill. Once the clean-up and remediation are completed, the "
832,page 30 of ../pdf/shell-sustainability-report-2020.pdf,"(85.91400146484375, 36.95679473876953, 495.9869384765625, 53.414794921875)",10,1. 2. 3. 4. 5. 6. 7. SUSTAINABILITY AT SHELL 
833,page 30 of ../pdf/shell-sustainability-report-2020.pdf,"(162.45999145507812, 36.95679473876953, 195.60397338867188, 53.414794921875)",3,OUR CORE VALUES 
834,page 30 of ../pdf/shell-sustainability-report-2020.pdf,"(229.4189910888672, 37.29279708862305, 261.927001953125, 60.914794921875)",3,ACHIEVING NET-ZERO EMISSIONS 
835,page 30 of ../pdf/shell-sustainability-report-2020.pdf,"(296.37799072265625, 37.29279708862305, 470.84991455078125, 60.914794921875)",7,RESPECTING NATURE POWERING LIVES GENERATING SHAREHOLDER VALUE 
836,page 30 of ../pdf/shell-sustainability-report-2020.pdf,"(497.25494384765625, 37.29279708862305, 539.9509887695312, 60.914794921875)",3,OUR PERFORMANCE DATA 
837,page 30 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69293212890625, 764.6267700195312, 225.89988708496094, 775.9592895507812)",5,28 Shell Sustainability Report 2020 
838,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 96.56377410888672, 275.8609924316406, 118.05977630615234)",13,"work is inspected, and, if satisfactory, approved and certified by Nigerian government regulators. "
839,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 126.56377410888672, 293.3489990234375, 188.05978393554688)",54,"For operational spills, local communities take part in the remediation work and, despite the restrictions of COVID-19, this collaboration continued in 2020, although on a smaller scale. SPDC has collaborated with the International Union for Conservation of Nature (IUCN) since 2012 to enhance remediation techniques and protect biodiversity at sites affected by oil spills. "
840,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(68.03199768066406, 209.03680419921875, 139.8560028076172, 220.98080444335938)",2,EXTERNAL VOICE 
841,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(147.40199279785156, 262.2537841796875, 167.7939910888672, 273.7497863769531)",1,IUCN 
842,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(67.57870483398438, 307.8586120605469, 287.5179443359375, 359.3546142578125)",34,"Rachel is a biodiversity expert at the International Union for the Conservation of Nature (IUCN), which brings together government and civil society organisations interested in conserving nature and accelerating the transition to sustainable development. "
843,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(68.03150177001953, 367.8586120605469, 282.8475036621094, 429.3546142578125)",55,"“A conservation organisation and an oil company are not natural bedfellows. But we have worked together to find some technical solutions to a difficult issue. We’re instituting an advisory group, which is made up of both Nigerian and international scientists, and which is working with the company to ensure that remediation standards are best practice. "
844,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(68.03150177001953, 437.8586120605469, 285.20751953125, 489.3546142578125)",49,“SPDC approached the IUCN about getting some support in areas of remediation and biodiversity recovery. It’s been a fruitful collaboration and we have managed to build trust. We have learned from SPDC and they have learned from us. We've managed to come to a common understanding which is critical. 
845,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(68.03150177001953, 497.8586120605469, 281.5195007324219, 559.3545532226562)",62,"“We are monitoring the spill sites but we're also monitoring reference sites so that we can establish an environmental baseline. This project can contribute to what needs to be done in the Niger Delta. It’s not a panacea that will solve all the problems of oil spills in the Niger Delta, but I hope it can be part of a larger solution.” "
846,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(56.692501068115234, 577.3316040039062, 284.92449951171875, 669.2755737304688)",75,"Clean-up in Bodo In 2015, SPDC and the Bodo community signed a memorandum of understanding granting SPDC access to start cleaning up areas affected by two operational spills in 2008. The clean-up process is overseen by an independent body called the Bodo Mediation Initiative. Two contractors were selected to conduct the clean-up, overseen by an independent project director. The clean-up project initially suffered delays due to difficulties in accessing the sites and disputes between communities. "
847,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(310.39349365234375, 96.56359100341797, 549.5054321289062, 168.05960083007812)",71,"The first phase, removal of free-phase surface oil, was completed in August 2018 and the contract procurement process for phase two, remediation of soil, was completed in 2019. Remediation activities in the field started in November 2019 and were due to be completed by mid-2021. In 2020, the project was shut down for around seven months due to COVID-19 restrictions. Phase two remediation is now expected to be completed in 2023. "
848,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(320.31500244140625, 324.2718200683594, 521.0547485351562, 341.59332275390625)",17,The SPDC remediation and oil spill response team help clean up and remediate areas impacted by spills. 
849,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 356.4728088378906, 548.3700561523438, 438.41680908203125)",64,"Clean-up in Ogoniland SPDC is working with the relevant stakeholders to implement the 2011 UN Environmental Programme (UNEP) Report on Ogoniland, where SPDC has not produced oil and gas since 1993. The clean-up efforts are led by the Hydrocarbon Pollution and Remediation Project (HYPREP), an agency established by the Federal Government of Nigeria. For more information on the activities of HYPREP go to hyprep.gov.ng "
850,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 446.9208068847656, 534.5220947265625, 478.41680908203125)",28,SPDC has taken action on all of the UNEP recommendations addressed specifically to it as operator of the SPDC JV. SPDC has completed most of these recommended actions. 
851,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 486.9208068847656, 543.1699829101562, 548.4168090820312)",60,"The UNEP report recommended the creation of an Ogoni Trust Fund with $1 billion capital, to be co-funded by the Nigerian government, the SPDC JV and other operators in the area. The SPDC JV remains fully committed to contributing $900 million to the fund as its share over five years. Since July 2018, the SPDC JV has contributed $360 million. "
852,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 556.4728393554688, 549.3859252929688, 658.4168090820312)",98,"Nigerian litigation In March 2021, Shell and four former employees were acquitted in a long-running trial in Milan related to a Nigerian oil block called OPL 245. Shell has always maintained that the 2011 settlement with the Federal Government of Nigeria and Eni that was at the heart of this trial was a legal transaction, so we welcome the ruling. This has been a difficult learning experience for Shell. Business integrity is one of our core values and we continue to work hard to raise standards in this area. You can read Shell's detailed response at www.shell.com/shell- comments-on-the-verdict-from-the-milan-tribunal-over-opl-245 "
853,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(310.3940124511719, 666.9208374023438, 550.4822387695312, 688.4168090820312)",16,More details on spill prevention and response in Nigeria can be found at www.shell.com.ng/environment and www.shell.com.ng/oil-spills 
854,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(147.40203857421875, 251.80584716796875, 216.6500244140625, 263.7498474121094)",2,RACHEL ASANTE 
855,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(85.91400146484375, 36.95679473876953, 495.9869384765625, 53.414794921875)",10,1. 2. 3. 4. 5. 6. 7. SUSTAINABILITY AT SHELL 
856,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(162.45999145507812, 36.95679473876953, 195.60397338867188, 53.414794921875)",3,OUR CORE VALUES 
857,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(229.4189910888672, 37.29279708862305, 261.927001953125, 60.914794921875)",3,ACHIEVING NET-ZERO EMISSIONS 
858,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(296.37799072265625, 37.29279708862305, 470.84991455078125, 60.914794921875)",7,RESPECTING NATURE POWERING LIVES GENERATING SHAREHOLDER VALUE 
859,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(497.25494384765625, 37.29279708862305, 539.9509887695312, 60.914794921875)",3,OUR PERFORMANCE DATA 
860,page 31 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69293212890625, 764.6267700195312, 225.89988708496094, 775.9592895507812)",5,29 Shell Sustainability Report 2020 
861,page 32 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 96.11577606201172, 287.5090026855469, 158.05978393554688)",44,"TRANSPORT SAFETY Moving large numbers of people, products and equipment by road, rail, sea, and air poses safety risks. We develop best-practice standards within Shell and work with others, such as specialist contractors, industry bodies, non-governmental organisations, and governments, to reduce transport safety risks. "
862,page 32 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 166.11578369140625, 297.80499267578125, 228.05978393554688)",48,"At sea In our maritime business, we are working with our contractors to improve the quality and consistency of their safety management. This includes developing more effective virtual tools to reduce physical time spent on board carrying out vessel audits, which proved crucial in 2020 during COVID-19 lockdowns. "
863,page 32 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 236.56378173828125, 294.116943359375, 288.0597839355469)",43,"This work involved creating a virtual programme to verify that safety initiatives implemented for vessels meet Shell’s standards. We worked on this programme with around 80 maritime officials and 450 contractor partners, and carried out more than 400 safety coaching sessions with mariners. "
864,page 32 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 296.11578369140625, 297.1489562988281, 388.0597839355469)",75,"In the air We operate and charter planes, helicopters, and drones for tasks such as monitoring pipelines, conducting geophysical surveys and transporting passengers and equipment. Despite the COVID-19 disruptions to commercial air travel, Shell staff and our contracted operators continued to keep our air transport services running and to serve our customers across the globe. In 2020, our owned and contracted aircraft flew around 52,000 hours and safely delivered around 554,500 Shell employees and contractors. "
865,page 32 of ../pdf/shell-sustainability-report-2020.pdf,"(56.69300079345703, 396.56378173828125, 282.6290588378906, 428.0597839355469)",27,"Shell’s own aircraft were used to fill gaps in commercial services globally, including evacuating families from high-risk countries and rotating critical workers such as our shipping crews. "
